imprecision.imprecision_val,imprecision.imprecision_std,imprecision.imprecision_trajs.kept,imprecision.imprecision_trajs.multiple_clusters,imprecision.imprecision_trajs.too_few_trajs_main_cluster,imprecision.imprecision_trajs.too_few_trajs_general,GPS.hdop,GPS.vtec,weather.Lufttemperatur.value,weather.Lufttemperatur.station_id,weather.Relativ Luftfuktighet.value,weather.Relativ Luftfuktighet.station_id,weather.Nederbördsmängd.value,weather.Nederbördsmängd.station_id,weather.Lufttryck reducerat havsytans nivå.value,weather.Lufttryck reducerat havsytans nivå.station_id,datetime
0.000024406163075001087,0.000017071471388947197,9,0,0,4,0.6818692983001544,8.5,-3.200000047683716,97100,80.0,97100,0.0,97100,1016.0,97200,2024-01-01T15:00:00.000000
0.00002069858471618487,8.431986874806312e-6,3,0,0,6,0.6819203583246097,2.6,-2.4000000953674316,97100,71.0,97100,0.0,97100,1015.7000122070312,97200,2024-01-01T06:00:00.000000
0.00004627817862734862,0.000040805568616842325,10,0,0,2,0.7069624233855341,9.5,-12.300000190734863,97100,86.0,97100,0.0,97100,1023.9000244140625,97200,2024-01-06T15:00:00.000000
0.000043421830760770936,0.000013928271959875592,1,0,0,7,0.7077724621681852,2.0,-12.199999809265137,97100,88.0,97100,0.0,97100,1018.4000244140625,97200,2024-01-06T06:00:00.000000
0.000028074976000431423,0.000016919939847503915,11,0,0,5,0.6707377344049942,13.700000000000001,-0.800000011920929,97100,68.0,97100,0.0,97100,1028.5999755859375,97200,2024-01-11T15:00:00.000000
0.000026815079898318915,0.000014533635559837761,12,0,0,4,0.6711610041783767,4.5,2.5999999046325684,97100,81.0,97100,0.0,98230,1021.4000244140625,97200,2024-01-11T06:00:00.000000
0.000026321187112293637,0.00002422979125385895,13,0,0,4,0.7797571481858651,18.6,-17.100000381469727,97100,84.0,97100,0.0,97100,1000.7000122070312,97200,2024-01-16T15:00:00.000000
0.00003299550608513117,0.000016687316350019786,11,0,0,3,0.7801379442410394,6.300000000000001,-14.300000190734863,97100,81.0,97100,0.0,97100,998.5999755859375,97200,2024-01-16T06:00:00.000000
0.00002943193354914729,0.00003334536500745811,11,0,0,2,0.7511043829916088,19.3,0.6000000238418579,97100,85.0,97100,0.0,97100,1010.5,97200,2024-01-21T15:00:00.000000
0.000015044995777546292,0.000016837764331311667,3,0,0,5,0.7402693742960973,4.5,-0.20000000298023224,97100,98.0,97100,0.4000000059604645,97100,1016.0,97200,2024-01-21T06:00:00.000000
0.000029353075871793723,0.000032311154437175596,13,0,0,9,0.8510056100287896,23.900000000000002,0.20000000298023224,97100,99.0,97100,0.0,97100,1007.7000122070312,97200,2024-01-26T15:00:00.000000
0.000021115955961060874,0.000022705061934452325,14,0,0,2,0.7511626115696259,4.9,-3.4000000953674316,97100,95.0,97100,0.0,97100,1019.0999755859375,97200,2024-01-26T06:00:00.000000
0.00002733004831571449,0.000025637724785140964,10,0,0,4,0.6816839005372864,25.400000000000002,20.899999618530273,97100,45.0,97100,0.0,97100,1002.5,97200,2024-07-01T15:00:00.000000
0.00002818996865649639,0.000025021693608930484,10,0,0,5,0.6266211184158574,23.0,13.899999618530273,97100,94.0,97100,0.0,97100,1001.7000122070312,97200,2024-07-01T06:00:00.000000
0.000024386954657993858,0.000010357793629247529,6,0,0,4,0.7415989484386923,25.3,16.899999618530273,97100,61.0,97100,0.0,97100,1002.9000244140625,97200,2024-07-06T15:00:00.000000
0.000013146503365202513,1.480224333486867e-6,1,0,0,8,0.7416905581786434,31.700000000000003,12.300000190734863,97100,86.0,97100,0.0,97100,1000.7000122070312,97200,2024-07-06T06:00:00.000000
0.00003054754402265144,0.0000320241393203796,5,0,0,4,0.6899647755898588,24.6,21.0,97100,71.0,97100,0.0,97100,1013.2000122070312,97200,2024-07-11T15:00:00.000000
0.00002508675451593878,0.000014715503908462788,8,0,0,6,0.6892485724526489,32.6,18.399999618530273,97100,92.0,97100,0.0,97100,1012.0,97200,2024-07-11T06:00:00.000000
0.000040548555309245505,0.00005945531057731655,9,0,0,4,0.7548499155901228,26.1,20.899999618530273,97100,56.0,97100,0.0,97100,1014.2999877929688,97200,2024-07-16T15:00:00.000000
0.00002752186529931045,0.000020351267471767193,10,0,0,5,0.754541444123589,28.3,16.799999237060547,97100,86.0,97100,0.0,97100,1014.2999877929688,97200,2024-07-16T06:00:00.000000
0.00002640759731645248,0.000011570788959867577,6,0,0,4,0.6757775642245833,27.200000000000003,22.799999237060547,97100,66.0,97100,0.0,97100,1012.0,97200,2024-07-21T15:00:00.000000
0.000019737155947499022,8.944099410939637e-6,1,0,0,8,0.6758081695027616,30.400000000000002,16.299999237060547,97100,90.0,97100,0.0,97100,1013.2999877929688,97200,2024-07-21T06:00:00.000000
0.000025020864427851982,0.00001663593327710996,7,0,0,5,0.7389121706561855,22.0,21.399999618530273,97100,65.0,97100,0.0,97100,1011.0,97200,2024-07-26T15:00:00.000000
0.000022285278547113124,0.000013629141771586434,10,0,0,4,0.7395662278782835,15.200000000000001,15.699999809265137,97100,93.0,97100,0.0,97100,1011.2999877929688,97200,2024-07-26T06:00:00.000000
